,loss,learning_rate,max_depth,n_estimators,min_samples_split,min_samples_leaf,roc_auc,roc_auc_std
0,1.19009635361,0.688713994031,9.25582217916,349.215516614,5.25035621229,9.62042650989,0.997676754745,0.000167431900672
1,0.102846484387,0.435392511265,2.23136767827,426.105869267,12.2230141499,9.44549398535,0.997443410097,0.000276072548635
2,0.992682857778,0.247155631206,9.55213618439,132.337324341,18.4787893566,4.19100473243,0.983170788122,0.000260160322928
3,1.19362601355,0.819283215357,5.01405195662,249.818232185,2.61102761454,9.28915474151,0.997411941632,0.000308624127775
4,0.668454357245,0.79961646309,2.66619635955,118.392626492,14.5535648104,1.37007634715,0.96449858855,0.000677138905619
5,1.54174731627,0.695001774384,5.87710852641,493.957323918,7.35228213271,6.96269878482,0.997349504965,0.000183452381436
6,0.213185846442,0.272872992093,8.85651252289,472.589076446,18.6391315168,3.30008837288,0.987590419978,0.000309559746286
7,0.150268049693,0.590640436202,7.59002397769,29.3191375706,19.479048413,2.20566885777,0.975445960712,0.000496411802538
8,1.45630469353,0.361612923043,8.25905033075,355.731834533,18.996796804,1.76953201629,0.963863233733,0.000525720607564
9,0.990933083281,0.0924904912533,6.9290503004,463.371675534,10.5358558998,7.96288775878,0.99200593258,0.000342567888577
10,1.19361905318,0.819283215357,5.66371704789,249.818232185,2.60599810571,8.93717784068,0.997097601512,0.000171236351756
11,0.808875187787,0.576190668602,5.4979969478,248.687018531,3.87946778976,9.07795457498,0.996052199815,0.000367233027791
12,1.30461522598,0.201690213197,5.3563675995,463.325837866,11.1973835895,8.16291140572,0.995999386852,0.000118541173833
13,1.29777223692,0.547392691019,5.68353631995,250.044583102,3.94026911568,9.72267228907,0.997027525816,0.00017317636602
14,0.355041464551,0.722202297021,2.939527562,426.15297944,11.0295338575,10.0489279992,0.993783054688,0.00230283649131
15,1.34364883132,0.81903754096,8.10752811457,348.585372533,5.08543124621,8.86708098051,0.99760461189,0.000172081691375
16,1.280353333,0.421414712097,6.37389373668,462.304162722,11.3519250368,7.9999787396,0.997097772939,0.000190393122728
17,0.479387261994,0.616793282012,2.67446026613,426.351733802,11.2174723884,8.67593085779,0.987509998256,0.0162504866055
18,1.00909172679,0.921131515434,8.69007230522,348.730858923,4.12229988052,9.57870198071,0.997763306705,0.000148464904386
19,1.19480138568,0.465886883058,9.30739450147,348.161879958,4.8032454076,8.91223470635,0.997032957165,0.000215727198148
20,0.940012003538,0.765652453735,5.10367595883,249.841063747,3.73239067623,8.66546487093,0.984738727187,0.0146629902132
21,1.54840386167,0.640471951513,6.52644867044,463.482771961,11.3598581478,8.54439123968,0.997771936051,0.00011045652414
22,0.806869847535,0.0232793806366,6.1892661344,462.9161513,10.9409513559,8.8247184531,0.984940721403,0.000462376490524
23,0.807558953923,0.513695827078,2.62448857391,426.900022083,11.7460954495,9.64251880245,0.997293006089,0.000243743705891
24,1.78394378949,0.518852340154,6.10878214771,462.978530246,10.1430401948,8.45458422096,0.997593002027,0.000188986935214
25,0.661707129795,0.796009151561,5.56418253952,249.488056566,3.3054503154,9.5218784167,0.953310613218,0.0354357044707
26,1.89767950977,0.596943001742,5.19392178593,248.826215446,3.2324004774,8.5574717225,0.996793973305,0.000117525566007
27,0.0,0.73701837619,3.23677761207,426.453517091,11.8370529798,9.37721470524,0.98213177559,0.0165553059082
28,1.07684125801,0.71461286259,6.12555900891,463.094686135,10.7813392738,8.03368602399,0.997873769288,0.000192436277619
29,1.5147670521,0.001,5.39739126661,249.477723965,3.39475128166,9.15704201564,0.977541225669,0.000466556000021
30,0.588515654293,0.274220760862,9.2670726001,473.612872152,19.0736923341,3.70157243988,0.987558417993,0.000399579150278
31,0.907561436883,0.422951122642,8.61037131077,473.333394369,18.939856173,2.7990771299,0.985274306872,0.000444790607352
32,1.65326450746,1.0,5.44628653118,249.402233649,3.56929317054,9.19845285354,0.997545698343,0.000214404566528
33,1.41611040549,0.762107783611,6.51930957613,494.253026621,8.33767449186,6.99777998042,0.997454134475,0.000137050549137
34,1.33007811161,0.841295063378,8.69473714742,348.129466546,5.30063343545,9.80929086497,0.99773788207,0.000193022328555
35,1.04466636904,0.283751540681,6.42597977805,494.395083063,7.73792282155,6.15046421838,0.995311237846,0.000158542826223
36,0.897485802036,0.72700806563,5.63611606594,251.991832702,3.0508059769,9.92189778853,0.97471084689,0.021840915298
37,0.709248563441,0.35312965146,8.29791715946,28.8078311094,19.2529347708,2.76487167491,0.972535612756,0.000572801499483
38,1.63078984744,0.001,6.2714396898,463.042310322,10.943701226,8.18896000129,0.977391022355,0.000426170773181
39,1.33393206121,0.575196063977,6.26000639422,494.196734103,7.78409599729,6.6963790258,0.997065273716,0.000167086722798
40,1.28345780522,0.563168012233,5.93305802084,248.101548776,3.85697743403,7.94521175891,0.996027920316,0.000211441873099
41,0.924107026253,0.481895338513,8.60756095491,472.837417342,19.2216623055,3.75057686637,0.991280420217,0.000333270348951
42,0.888667563538,0.388266084349,9.74763553237,133.034469912,17.6032471096,3.70511560487,0.981870330144,0.000662719319304
43,1.78669394025,0.136597301499,3.6241517133,492.296337702,6.18941772288,7.1034206265,0.993672700207,0.00038907990298
44,0.573853579266,0.335035274886,2.71759697472,426.048918531,11.5890513477,9.47202992541,0.997292904327,0.000255245913189
45,0.143822873521,1.0,2.31272026997,426.501410006,11.439280394,9.50414654091,0.711830220678,0.129886573158
46,1.67090419409,0.4894745237,4.45926171206,493.063660578,6.59334324476,7.43950741448,0.997384108483,0.000126364255024
47,1.85141021098,0.386450052797,4.77553075151,492.491476802,6.29586543003,6.5245779239,0.99627909142,0.000151511749402
48,0.0077671106703,0.001,2.78496439469,426.78132953,11.3013348222,9.4914036634,0.978114801409,0.000440711512988
49,0.967691307822,0.326902396065,6.91699859989,464.16952547,9.4791591504,8.39419943632,0.997290539464,0.000210056728991
